@relation training

@attribute a numeric
@attribute and numeric
@attribute i numeric
@attribute in numeric
@attribute is numeric
@attribute it numeric
@attribute of numeric
@attribute that numeric
@attribute the numeric
@attribute to numeric
@attribute gender {male,female}

@data
0.0214752567694,0.0186741363212,0.0,0.0135387488329,0.00373482726424,0.0228758169935,0.0116713352007,0.0130718954248,0.0247432306256,0.0261437908497,male
0.0231560891938,0.02487135506,0.0,0.00943396226415,0.00771869639794,0.0111492281304,0.0257289879931,0.00600343053173,0.0351629502573,0.0120068610635,male
0.0255068672335,0.0248528449967,0.0,0.0124264224984,0.00457815565729,0.0156965336821,0.0156965336821,0.00784826684107,0.029431000654,0.0274689339438,male
0.0242483026188,0.0271580989331,0.0,0.0174587778855,0.00581959262852,0.00581959262852,0.0164888457808,0.00872938894277,0.0271580989331,0.0223084384093,male
0.0157657657658,0.0184684684685,0.0,0.00720720720721,0.00405405405405,0.00990990990991,0.0103603603604,0.0126126126126,0.0252252252252,0.0135135135135,male
0.0180315552216,0.0210368144252,0.0,0.0135236664162,0.00676183320811,0.0240420736289,0.0105184072126,0.00375657400451,0.0232907588279,0.0172802404207,male
0.0250329380764,0.0210803689065,0.0,0.00790513833992,0.0144927536232,0.00658761528327,0.0184453227931,0.00263504611331,0.0223978919631,0.0184453227931,male
0.0205882352941,0.018487394958,0.0,0.0121848739496,0.00546218487395,0.0226890756303,0.00882352941176,0.0285714285714,0.0327731092437,0.022268907563,male
0.0283400809717,0.0107962213225,0.0,0.00944669365722,0.00134952766532,0.0121457489879,0.00944669365722,0.0080971659919,0.0121457489879,0.0202429149798,female
0.0255615801704,0.0309837335399,0.0,0.0116189000775,0.00426026336174,0.0201394268009,0.0185902401239,0.00658404337723,0.0422153369481,0.0220759101472,male
0.0248796147673,0.0192616372392,0.0,0.0112359550562,0.00762439807384,0.016051364366,0.0248796147673,0.0264847512039,0.0288924558587,0.0321027287319,male
0.0206825232678,0.0320579110651,0.0,0.0113753877973,0.00620475698035,0.0134436401241,0.0186142709411,0.00930713547053,0.0439503619442,0.0196483971044,male
0.0198075834748,0.0265987549519,0.0,0.010752688172,0.00282965478212,0.0164119977363,0.018675721562,0.0198075834748,0.0328239954726,0.0237691001698,male
0.0210759844703,0.0271769273433,0.0,0.0177481974487,0.0133111480865,0.0038824181919,0.0194120909595,0.00554631170272,0.0421519689407,0.024403771492,male
0.0203689469639,0.0284396617986,0.0,0.00960799385088,0.00269023827825,0.0199846272098,0.0119139123751,0.0130668716372,0.0265180630284,0.0242121445042,male
0.0254120879121,0.0288461538462,0.0,0.0178571428571,0.00206043956044,0.0137362637363,0.0157967032967,0.0103021978022,0.0377747252747,0.0274725274725,male
0.0228536133416,0.0216182828907,0.0,0.012353304509,0.00802964793082,0.00555898702903,0.0135886349599,0.00555898702903,0.0315009264978,0.0191476219889,male
0.0106382978723,0.0234042553191,0.0,0.00851063829787,0.0031914893617,0.0063829787234,0.0127659574468,0.0031914893617,0.0468085106383,0.0255319148936,male
0.0225225225225,0.0255255255255,0.0,0.015015015015,0.00675675675676,0.0142642642643,0.0172672672673,0.018018018018,0.045045045045,0.0172672672673,male
0.0287356321839,0.014367816092,0.0,0.014367816092,0.0172413793103,0.00574712643678,0.0172413793103,0.00287356321839,0.0201149425287,0.0172413793103,female
0.0267657992565,0.017843866171,0.0,0.0126394052045,0.00594795539033,0.00817843866171,0.0104089219331,0.0089219330855,0.0260223048327,0.0252788104089,male
0.0249759846302,0.0153698366955,0.0,0.0153698366955,0.00960614793468,0.014409221902,0.0249759846302,0.00768491834774,0.0403458213256,0.0182516810759,male
0.0225563909774,0.0382775119617,0.0,0.015037593985,0.00205058099795,0.0109364319891,0.0252904989747,0.0136705399863,0.0498974709501,0.0211893369788,male
0.03663003663,0.0212454212454,0.0,0.0139194139194,0.0102564102564,0.0285714285714,0.0190476190476,0.0139194139194,0.029304029304,0.0241758241758,male
0.0187919463087,0.0241610738255,0.0,0.0228187919463,0.00805369127517,0.00939597315436,0.0201342281879,0.0107382550336,0.0630872483221,0.0241610738255,male
0.0231629392971,0.0255591054313,0.0,0.0127795527157,0.00319488817891,0.0167731629393,0.0135782747604,0.0127795527157,0.0391373801917,0.0247603833866,male
0.0285908781484,0.0217835262083,0.0,0.0122532334922,0.00476514635807,0.00953029271613,0.0340367597005,0.00204220558203,0.0326752893125,0.0360789652825,male
0.0224887556222,0.0344827586207,0.0,0.0134932533733,0.00449775112444,0.00449775112444,0.0104947526237,0.00599700149925,0.0329835082459,0.0194902548726,male
0.0215786484952,0.0215786484952,0.0,0.0124929017604,0.00397501419648,0.0210107893242,0.0119250425894,0.0119250425894,0.0272572402044,0.0193072118115,male
0.0271682340648,0.0229885057471,0.00104493207941,0.00940438871473,0.00417972831766,0.012539184953,0.012539184953,0.0073145245559,0.0376175548589,0.0282131661442,male
0.0207972270364,0.00953206239168,0.0,0.0112651646447,0.00346620450607,0.00779896013865,0.0207972270364,0.0103986135182,0.0424610051993,0.0225303292894,female
0.0210280373832,0.017523364486,0.00116822429907,0.00992990654206,0.00992990654206,0.0204439252336,0.0122663551402,0.0116822429907,0.0315420560748,0.0163551401869,male
0.0283582089552,0.0223880597015,0.0,0.0194029850746,0.0149253731343,0.0044776119403,0.0223880597015,0.00149253731343,0.0358208955224,0.0179104477612,male
0.0238095238095,0.0290178571429,0.0,0.0178571428571,0.00595238095238,0.0119047619048,0.0275297619048,0.0119047619048,0.047619047619,0.0208333333333,male
0.0207692307692,0.0253846153846,0.0,0.0130769230769,0.00769230769231,0.0184615384615,0.0184615384615,0.00923076923077,0.0253846153846,0.0207692307692,male
0.0189317106153,0.0226504394861,0.0,0.0135226504395,0.00642325895876,0.0216362407032,0.0172413793103,0.0202839756592,0.0311020960108,0.0229885057471,male
0.0250677506775,0.0210027100271,0.0,0.00880758807588,0.00474254742547,0.00948509485095,0.019647696477,0.010162601626,0.0352303523035,0.0257452574526,male
0.0177570093458,0.0224299065421,0.0,0.0140186915888,0.0102803738318,0.014953271028,0.018691588785,0.0102803738318,0.0392523364486,0.0242990654206,male
0.0361675126904,0.0196700507614,0.0,0.0145939086294,0.011421319797,0.010152284264,0.0177664974619,0.0139593908629,0.0355329949239,0.0444162436548,male
0.0203349282297,0.0316985645933,0.00179425837321,0.0155502392344,0.0113636363636,0.0101674641148,0.01495215311,0.00657894736842,0.0287081339713,0.0209330143541,male
0.0191448627951,0.0414805360562,0.0,0.0134014039566,0.00765794511806,0.0114869176771,0.0172303765156,0.00382897255903,0.0274409700064,0.0280791320996,male
0.0273141122914,0.0136570561457,0.0,0.0128983308042,0.00986342943854,0.00682852807284,0.0227617602428,0.0151745068285,0.0326251896813,0.0288315629742,female
0.0289351851852,0.0329861111111,0.0,0.0248842592593,0.00636574074074,0.00868055555556,0.0225694444444,0.00694444444444,0.0364583333333,0.0306712962963,male
0.0154772141015,0.0249355116079,0.000859845227859,0.00601891659501,0.00687876182287,0.0214961306965,0.0128976784179,0.00859845227859,0.0404127257094,0.0378331900258,male
0.0278137128072,0.025873221216,0.000646830530401,0.0148771021992,0.00582147477361,0.00646830530401,0.0142302716688,0.00905562742561,0.0355756791721,0.0219922380336,male
0.0237623762376,0.0224422442244,0.0,0.0151815181518,0.00660066006601,0.0105610561056,0.0224422442244,0.0118811881188,0.0224422442244,0.0409240924092,male
0.032925682032,0.0178739416745,0.0,0.0112888052681,0.0065851364064,0.00940733772342,0.0188146754468,0.0131702728128,0.0272812793979,0.0159924741298,male
0.02728823195,0.0261512222854,0.0,0.0164866401364,0.0102330869812,0.0125071063104,0.0187606594656,0.00852757248437,0.0397953382604,0.0233086981239,male
0.0233644859813,0.0334890965732,0.0,0.0163551401869,0.00778816199377,0.00623052959502,0.0194704049844,0.01246105919,0.0366043613707,0.0194704049844,male
0.0255829015544,0.0278497409326,0.0,0.00906735751295,0.00420984455959,0.0197538860104,0.0136010362694,0.0174870466321,0.0291450777202,0.0216968911917,male
0.0224331320104,0.0284728213978,0.0,0.0129421915444,0.0120793787748,0.00949094046592,0.0405522001726,0.00949094046592,0.0612597066437,0.0198446937015,male
0.0132860938884,0.0248007085917,0.0,0.0230292294066,0.0115146147033,0.00354295837024,0.0292294065545,0.0132860938884,0.052258635961,0.0230292294066,male
0.0204081632653,0.0174927113703,0.0,0.00583090379009,0.00728862973761,0.00583090379009,0.0131195335277,0.00801749271137,0.0320699708455,0.0116618075802,female
0.0366161616162,0.0290404040404,0.0,0.0176767676768,0.0176767676768,0.00631313131313,0.0214646464646,0.0164141414141,0.0593434343434,0.0176767676768,male
0.0217391304348,0.0256916996047,0.0,0.0138339920949,0.0098814229249,0.00790513833992,0.0316205533597,0.00592885375494,0.0632411067194,0.0138339920949,male
0.02616464582,0.0159540523293,0.0,0.0089342693044,0.0121250797703,0.00701978302489,0.0338225909381,0.00829610721123,0.0516911295469,0.0159540523293,male
0.0230642504119,0.0263591433278,0.0,0.0197693574959,0.0197693574959,0.0181219110379,0.0230642504119,0.0131795716639,0.0461285008237,0.0164744645799,male
0.0145631067961,0.0275080906149,0.0,0.0161812297735,0.00485436893204,0.00647249190939,0.0307443365696,0.0113268608414,0.0582524271845,0.0177993527508,male
0.0146231721035,0.0348706411699,0.0,0.0179977502812,0.00899887514061,0.00562429696288,0.0348706411699,0.0134983127109,0.0506186726659,0.0179977502812,male
0.0225442834138,0.0144927536232,0.0,0.0193236714976,0.0128824476651,0.0112721417069,0.0338164251208,0.0225442834138,0.0660225442834,0.0112721417069,male
0.016051364366,0.016051364366,0.0,0.0128410914928,0.0128410914928,0.00481540930979,0.0337078651685,0.00963081861958,0.0577849117175,0.0144462279294,male
0.0293715846995,0.0157103825137,0.0,0.0116120218579,0.016393442623,0.00956284153005,0.0416666666667,0.0116120218579,0.0587431693989,0.0218579234973,male
0.0268240343348,0.019313304721,0.0,0.0128755364807,0.0107296137339,0.0203862660944,0.0225321888412,0.0128755364807,0.0472103004292,0.0171673819742,male
0.0283464566929,0.0346456692913,0.0,0.0188976377953,0.00944881889764,0.00157480314961,0.0141732283465,0.00944881889764,0.0330708661417,0.0173228346457,female
0.0135135135135,0.019656019656,0.0,0.014742014742,0.00859950859951,0.00614250614251,0.0405405405405,0.0159705159705,0.0565110565111,0.0184275184275,male
0.0300261096606,0.0182767624021,0.0,0.0130548302872,0.0065274151436,0.0065274151436,0.0156657963446,0.0143603133159,0.0509138381201,0.023498694517,male
0.0259403372244,0.0168612191958,0.0,0.0285343709468,0.0207522697795,0.0103761348898,0.0233463035019,0.0129701686122,0.0661478599222,0.0155642023346,male
0.0252707581227,0.0240673886883,0.0,0.00601684717208,0.00601684717208,0.0108303249097,0.0373044524669,0.0108303249097,0.0457280385078,0.0336943441637,male
0.0282317979198,0.0133729569094,0.0,0.0178306092125,0.00445765230312,0.00891530460624,0.0282317979198,0.0133729569094,0.0520059435364,0.0133729569094,male
0.0180436847104,0.0218423551757,0.0,0.017094017094,0.0104463437797,0.0132953466287,0.022792022792,0.00854700854701,0.0674264007597,0.0246913580247,male
0.0234741784038,0.0281690140845,0.0,0.0129107981221,0.00704225352113,0.0105633802817,0.0434272300469,0.0140845070423,0.0434272300469,0.0211267605634,male
0.0124688279302,0.0224438902743,0.0,0.0141313383209,0.00914380714879,0.0133000831255,0.0290939318371,0.0124688279302,0.0548628428928,0.0257689110557,male
0.018018018018,0.0135135135135,0.0,0.00900900900901,0.018018018018,0.0225225225225,0.036036036036,0.0045045045045,0.0540540540541,0.00900900900901,male
0.0217176702863,0.0227048371175,0.0,0.0187561697927,0.00592300098717,0.00296150049358,0.0276406712734,0.0108588351431,0.0562685093781,0.0167818361303,male
0.0182250396197,0.0261489698891,0.0,0.0118858954041,0.00792393026941,0.00475435816165,0.0213946117274,0.00792393026941,0.0332805071315,0.0206022187005,female
0.0181818181818,0.020202020202,0.0,0.0040404040404,0.0141414141414,0.0121212121212,0.0212121212121,0.0121212121212,0.0393939393939,0.0242424242424,male
0.0219106047327,0.0271691498685,0.0,0.0166520595968,0.0122699386503,0.0157756354075,0.022787028922,0.00788781770377,0.0446976336547,0.0157756354075,male
0.0261780104712,0.0196335078534,0.0,0.0130890052356,0.0143979057592,0.0130890052356,0.0235602094241,0.0157068062827,0.0667539267016,0.0157068062827,male
0.0400534045394,0.0280373831776,0.0,0.0200267022697,0.018691588785,0.0133511348465,0.0200267022697,0.0133511348465,0.0534045393858,0.0106809078772,male
0.0159045725646,0.0248508946322,0.0,0.0168986083499,0.00894632206759,0.013916500994,0.0188866799205,0.0168986083499,0.0367793240557,0.0218687872763,male
0.00690448791715,0.0161104718067,0.0,0.00460299194476,0.0138089758343,0.0161104718067,0.0253164556962,0.0161104718067,0.0678941311853,0.0218642117376,male
0.0351390922401,0.0190336749634,0.0,0.00439238653001,0.0146412884334,0.00878477306003,0.0453879941435,0.01317715959,0.0307467057101,0.0204978038067,male
0.0160427807487,0.0133689839572,0.0,0.024064171123,0.00267379679144,0.00534759358289,0.0213903743316,0.00267379679144,0.0508021390374,0.0106951871658,male
0.0220264317181,0.0220264317181,0.0,0.00881057268722,0.00734214390602,0.00587371512482,0.0293685756241,0.014684287812,0.0323054331865,0.014684287812,male
0.026397515528,0.0248447204969,0.0,0.00931677018634,0.0170807453416,0.0139751552795,0.0419254658385,0.0108695652174,0.0372670807453,0.0201863354037,male
0.0138674884438,0.0146379044684,0.0,0.00924499229584,0.00616332819723,0.00462249614792,0.0123266563945,0.0138674884438,0.0315870570108,0.017719568567,female
0.0227272727273,0.0165289256198,0.0,0.0289256198347,0.0123966942149,0.00619834710744,0.0206611570248,0.0144628099174,0.0371900826446,0.0185950413223,female
0.023102310231,0.016501650165,0.0,0.016501650165,0.00660066006601,0.00990099009901,0.029702970297,0.013201320132,0.0346534653465,0.0148514851485,male
0.0271800679502,0.0237825594564,0.0,0.0169875424689,0.0124575311438,0.0158550396376,0.0339750849377,0.00453001132503,0.0611551528879,0.0237825594564,male
0.0327613104524,0.0374414976599,0.0,0.00468018720749,0.015600624025,0.00936037441498,0.0312012480499,0.00624024960998,0.0421216848674,0.015600624025,male
0.0295275590551,0.0354330708661,0.0,0.0157480314961,0.0236220472441,0.0137795275591,0.0196850393701,0.0157480314961,0.0334645669291,0.0157480314961,male
0.0398230088496,0.0176991150442,0.0,0.00442477876106,0.00884955752212,0.0309734513274,0.0398230088496,0.00442477876106,0.0486725663717,0.0132743362832,male
0.0262096774194,0.0131048387097,0.0,0.0100806451613,0.0131048387097,0.0171370967742,0.0302419354839,0.00806451612903,0.0574596774194,0.0110887096774,male
0.0248648648649,0.0172972972973,0.0,0.012972972973,0.0108108108108,0.00648648648649,0.0216216216216,0.0108108108108,0.0497297297297,0.012972972973,male
0.0209580838323,0.0199600798403,0.0,0.0149700598802,0.0109780439122,0.00998003992016,0.0344311377246,0.0184630738523,0.0389221556886,0.0149700598802,male
0.0288,0.0288,0.0,0.0144,0.0112,0.0128,0.0336,0.008,0.0528,0.016,male
0.0247863247863,0.0196581196581,0.0,0.00940170940171,0.0128205128205,0.0128205128205,0.0222222222222,0.0162393162393,0.0623931623932,0.0119658119658,male
0.0223420647149,0.0154083204931,0.0,0.0130970724191,0.0107858243451,0.0123266563945,0.017719568567,0.0100154083205,0.0323574730354,0.0146379044684,female
0.0332717190388,0.0277264325323,0.0,0.00739371534196,0.0110905730129,0.00924214417745,0.0295748613678,0.00924214417745,0.0665434380776,0.0166358595194,male
0.0274881516588,0.0369668246445,0.0,0.0218009478673,0.0189573459716,0.0104265402844,0.0331753554502,0.00663507109005,0.0511848341232,0.0123222748815,male
0.0204724409449,0.0283464566929,0.0,0.00866141732283,0.011811023622,0.00944881889764,0.0307086614173,0.00944881889764,0.0614173228346,0.0196850393701,male
0.032967032967,0.018315018315,0.0,0.010989010989,0.010989010989,0.0128205128205,0.0238095238095,0.0164835164835,0.0531135531136,0.0128205128205,male
0.0152838427948,0.0327510917031,0.0,0.0109170305677,0.0174672489083,0.0131004366812,0.0414847161572,0.0109170305677,0.0524017467249,0.0109170305677,male
0.0213306246826,0.0116810563738,0.0,0.00964956830879,0.0126968004063,0.00914169629253,0.0284408329101,0.0116810563738,0.0538344337227,0.0208227526663,male
0.0255623721881,0.0173824130879,0.0,0.019427402863,0.00920245398773,0.0102249488753,0.0296523517382,0.0173824130879,0.0449897750511,0.0112474437628,male
0.00879396984925,0.0251256281407,0.0,0.0163316582915,0.00753768844221,0.0138190954774,0.0213567839196,0.0150753768844,0.0439698492462,0.0226130653266,male
0.0293255131965,0.0244379276637,0.0,0.0185728250244,0.00879765395894,0.0156402737048,0.0322580645161,0.010752688172,0.0342130987292,0.0166177908113,male
0.0317689530686,0.0303249097473,0.00072202166065,0.00938628158845,0.0187725631769,0.0137184115523,0.0368231046931,0.0137184115523,0.0425992779783,0.0158844765343,male
0.012947448591,0.012185833968,0.0,0.00837776085301,0.00533130236101,0.00533130236101,0.014470677837,0.012947448591,0.0510281797411,0.015993907083,female
0.0199252801993,0.0149439601494,0.0,0.0112079701121,0.0186799501868,0.0236612702366,0.0311332503113,0.0211706102117,0.0348692403487,0.0174346201743,male
0.0206318504191,0.0238555770471,0.0,0.0109606705351,0.0122501611863,0.0109606705351,0.0296582849774,0.00644745325596,0.0470664087685,0.0245003223727,male
0.0148760330579,0.0148760330579,0.0,0.0099173553719,0.0148760330579,0.0165289256198,0.0380165289256,0.00826446280992,0.0363636363636,0.0198347107438,male
0.00384615384615,0.0307692307692,0.0,0.00384615384615,0.0153846153846,0.0115384615385,0.0538461538462,0.0192307692308,0.0692307692308,0.0115384615385,male
0.0194174757282,0.0233009708738,0.0,0.0174757281553,0.00970873786408,0.00970873786408,0.0252427184466,0.00582524271845,0.0271844660194,0.0233009708738,male
0.0402684563758,0.0201342281879,0.0,0.0134228187919,0.0167785234899,0.0134228187919,0.0369127516779,0.010067114094,0.0570469798658,0.0167785234899,male
0.0261780104712,0.0240837696335,0.0,0.0167539267016,0.0146596858639,0.0157068062827,0.0219895287958,0.013612565445,0.0418848167539,0.0219895287958,male
0.0206463195691,0.0233393177738,0.0,0.0116696588869,0.00538599640934,0.00897666068223,0.0170556552962,0.008078994614,0.032315978456,0.0233393177738,male
0.0198198198198,0.0126126126126,0.0,0.00720720720721,0.0153153153153,0.0171171171171,0.0342342342342,0.00900900900901,0.0657657657658,0.018018018018,male
0.0298295454545,0.0142045454545,0.0,0.0170454545455,0.0142045454545,0.0127840909091,0.0227272727273,0.0142045454545,0.0511363636364,0.0355113636364,male
0.0220125786164,0.0212264150943,0.0,0.0102201257862,0.0117924528302,0.0133647798742,0.0125786163522,0.0133647798742,0.0330188679245,0.0212264150943,female
0.0179775280899,0.0213483146067,0.0,0.00898876404494,0.014606741573,0.00786516853933,0.0314606741573,0.0179775280899,0.0629213483146,0.0280898876404,male
0.0157894736842,0.0328947368421,0.0,0.0144736842105,0.00526315789474,0.0197368421053,0.0368421052632,0.025,0.0618421052632,0.0157894736842,male
0.015873015873,0.0185185185185,0.0,0.010582010582,0.00793650793651,0.00793650793651,0.0396825396825,0.00793650793651,0.0449735449735,0.00793650793651,male
0.0220264317181,0.0253303964758,0.0,0.0154185022026,0.00881057268722,0.00991189427313,0.0297356828194,0.011013215859,0.0583700440529,0.0209251101322,male
0.0284142988084,0.0274977085243,0.0,0.0119156736939,0.0164986251146,0.0229147571036,0.0247479376719,0.0109990834097,0.0357470210816,0.0164986251146,male
0.019749835418,0.0177748518762,0.0,0.00921658986175,0.00789993416722,0.0125082290981,0.0250164581962,0.0118499012508,0.0447662936142,0.0144832126399,male
0.0314735336195,0.0143061516452,0.0,0.0143061516452,0.0128755364807,0.0100143061516,0.032904148784,0.0100143061516,0.035765379113,0.0143061516452,male
0.0224719101124,0.024077046549,0.0,0.00802568218299,0.00481540930979,0.0144462279294,0.0224719101124,0.0192616372392,0.0545746388443,0.0288924558587,male
0.0182186234818,0.0242914979757,0.0,0.00607287449393,0.0080971659919,0.0080971659919,0.0202429149798,0.0161943319838,0.0647773279352,0.0182186234818,male
0.0321285140562,0.0200803212851,0.0,0.00803212851406,0.0120481927711,0.00602409638554,0.0140562248996,0.0100401606426,0.0421686746988,0.0321285140562,male
0.0110375275938,0.0242825607064,0.0,0.0132450331126,0.00662251655629,0.00110375275938,0.0121412803532,0.0121412803532,0.0496688741722,0.0298013245033,female
0.0166270783848,0.0166270783848,0.0,0.0166270783848,0.0118764845606,0.00712589073634,0.0308788598575,0.0130641330166,0.0570071258907,0.0190023752969,male
0.0133333333333,0.0244444444444,0.0,0.0222222222222,0.0111111111111,0.00666666666667,0.0244444444444,0.00888888888889,0.0733333333333,0.0133333333333,male
0.0127118644068,0.0190677966102,0.0,0.0021186440678,0.0254237288136,0.0127118644068,0.0338983050847,0.0190677966102,0.0614406779661,0.0190677966102,male
0.0187165775401,0.0169340463458,0.0,0.0160427807487,0.00713012477718,0.00980392156863,0.0311942959002,0.0124777183601,0.0365418894831,0.0276292335116,male
0.0205128205128,0.0174358974359,0.0,0.00820512820513,0.0133333333333,0.00717948717949,0.0328205128205,0.0153846153846,0.0615384615385,0.025641025641,male
0.00661157024793,0.0231404958678,0.0,0.0198347107438,0.0148760330579,0.0132231404959,0.0247933884298,0.0165289256198,0.0595041322314,0.0214876033058,male
0.0135658914729,0.0300387596899,0.0,0.0145348837209,0.0077519379845,0.00290697674419,0.0290697674419,0.0077519379845,0.0542635658915,0.0232558139535,male
0.0241935483871,0.0201612903226,0.0,0.00806451612903,0.0161290322581,0.0134408602151,0.0456989247312,0.0147849462366,0.0631720430108,0.0255376344086,male
0.0118694362018,0.0207715133531,0.0,0.0163204747774,0.0148367952522,0.0118694362018,0.0311572700297,0.0178041543027,0.066765578635,0.0222551928783,male
0.00776699029126,0.0233009708738,0.0,0.0126213592233,0.0106796116505,0.00388349514563,0.0291262135922,0.00679611650485,0.0582524271845,0.0165048543689,male
0.0224246671338,0.0140154169587,0.0,0.0133146461107,0.00770847932726,0.00770847932726,0.010511562719,0.0147161878066,0.031534688157,0.021023125438,female
0.030303030303,0.0204545454545,0.0,0.0128787878788,0.0113636363636,0.00757575757576,0.0318181818182,0.00909090909091,0.0356060606061,0.019696969697,male
0.0183752417795,0.0174081237911,0.0,0.0116054158607,0.0106382978723,0.0164410058027,0.0261121856867,0.00580270793037,0.0512572533849,0.0174081237911,male
0.00854700854701,0.025641025641,0.0,0.002849002849,0.019943019943,0.022792022792,0.034188034188,0.014245014245,0.039886039886,0.034188034188,male
0.0196078431373,0.0336134453782,0.0,0.0140056022409,0.00560224089636,0.00700280112045,0.0182072829132,0.00420168067227,0.0392156862745,0.0266106442577,male
0.0247524752475,0.019801980198,0.0,0.0289957567185,0.00636492220651,0.0035360678925,0.035360678925,0.0106082036775,0.0346534653465,0.0134370579915,male
0.017819706499,0.0241090146751,0.0,0.0136268343816,0.0083857442348,0.0125786163522,0.0230607966457,0.00733752620545,0.038784067086,0.0188679245283,male
0.0128410914928,0.0288924558587,0.0,0.016051364366,0.00963081861958,0.00802568218299,0.0337078651685,0.00963081861958,0.0626003210273,0.0144462279294,male
0.0215664018161,0.0306469920545,0.0,0.0227014755959,0.0204313280363,0.00227014755959,0.0431328036322,0.0238365493757,0.0476730987514,0.0170261066969,male
0.0213143872114,0.0266429840142,0.0,0.0213143872114,0.00532859680284,0.00710479573712,0.0239786856128,0.0133214920071,0.0532859680284,0.0222024866785,male
0.0276035131744,0.0263488080301,0.0,0.0138017565872,0.0125470514429,0.00125470514429,0.0238393977415,0.0138017565872,0.0451693851945,0.0276035131744,male
0.0192188468692,0.018598884067,0.0,0.0148791072536,0.00805951642901,0.00929944203348,0.016119032858,0.0136391816491,0.0316181029138,0.0173589584625,female
0.020706455542,0.0292326431181,0.0,0.0219244823386,0.00609013398295,0.0,0.026796589525,0.00487210718636,0.0450669914738,0.0133982947625,male
