@relation training

@attribute 'a' numeric
@attribute 'and' numeric
@attribute 'of' numeric
@attribute 'the' numeric
@attribute 'to' numeric
@attribute ',' numeric
@attribute gender {male,female}

@data
0.0372792674951,0.0255068672335,0.0248528449967,0.0156965336821,0.029431000654,0.0274689339438,male
0.0387972841901,0.0242483026188,0.0271580989331,0.0164888457808,0.0271580989331,0.0223084384093,male
0.0396396396396,0.0157657657658,0.0184684684685,0.0103603603604,0.0252252252252,0.0135135135135,male
0.0525920360631,0.0180315552216,0.0210368144252,0.0105184072126,0.0232907588279,0.0172802404207,male
0.0408432147563,0.0250329380764,0.0210803689065,0.0184453227931,0.0223978919631,0.0184453227931,male
0.0445378151261,0.0205882352941,0.018487394958,0.00882352941176,0.0327731092437,0.022268907563,male
0.0458839406208,0.0283400809717,0.0107962213225,0.00944669365722,0.0121457489879,0.0202429149798,female
0.0294345468629,0.0255615801704,0.0309837335399,0.0185902401239,0.0422153369481,0.0220759101472,male
0.0385232744783,0.0248796147673,0.0192616372392,0.0248796147673,0.0288924558587,0.0321027287319,male
0.0258531540848,0.0206825232678,0.0320579110651,0.0186142709411,0.0439503619442,0.0196483971044,male
0.0475382003396,0.0198075834748,0.0265987549519,0.018675721562,0.0328239954726,0.0237691001698,male
0.0260676650028,0.0210759844703,0.0271769273433,0.0194120909595,0.0421519689407,0.024403771492,male
0.0495772482706,0.0203689469639,0.0284396617986,0.0119139123751,0.0265180630284,0.0242121445042,male
0.0412087912088,0.0254120879121,0.0288461538462,0.0157967032967,0.0377747252747,0.0274725274725,male
0.0420012353305,0.0228536133416,0.0216182828907,0.0135886349599,0.0315009264978,0.0191476219889,male
0.0702127659574,0.0106382978723,0.0234042553191,0.0127659574468,0.0468085106383,0.0255319148936,male
0.0397897897898,0.0225225225225,0.0255255255255,0.0172672672673,0.045045045045,0.0172672672673,male
0.0488505747126,0.0287356321839,0.014367816092,0.0172413793103,0.0201149425287,0.0172413793103,female
0.0163568773234,0.0267657992565,0.017843866171,0.0104089219331,0.0260223048327,0.0252788104089,male
0.0365033621518,0.0249759846302,0.0153698366955,0.0249759846302,0.0403458213256,0.0182516810759,male
0.0246069719754,0.0225563909774,0.0382775119617,0.0252904989747,0.0498974709501,0.0211893369788,male
0.047619047619,0.03663003663,0.0212454212454,0.0190476190476,0.029304029304,0.0241758241758,male
0.041610738255,0.0187919463087,0.0241610738255,0.0201342281879,0.0630872483221,0.0241610738255,male
0.0511182108626,0.0231629392971,0.0255591054313,0.0135782747604,0.0391373801917,0.0247603833866,male
0.0353982300885,0.0285908781484,0.0217835262083,0.0340367597005,0.0326752893125,0.0360789652825,male
0.0314842578711,0.0224887556222,0.0344827586207,0.0104947526237,0.0329835082459,0.0194902548726,male
0.0425894378194,0.0215786484952,0.0215786484952,0.0119250425894,0.0272572402044,0.0193072118115,male
0.0271682340648,0.0271682340648,0.0229885057471,0.012539184953,0.0376175548589,0.0282131661442,male
0.0389948006932,0.0207972270364,0.00953206239168,0.0207972270364,0.0424610051993,0.0225303292894,female
0.0473130841121,0.0210280373832,0.017523364486,0.0122663551402,0.0315420560748,0.0163551401869,male
0.0432835820896,0.0283582089552,0.0223880597015,0.0223880597015,0.0358208955224,0.0179104477612,male
0.0505952380952,0.0238095238095,0.0290178571429,0.0275297619048,0.047619047619,0.0208333333333,male
0.0692307692308,0.0207692307692,0.0253846153846,0.0184615384615,0.0253846153846,0.0207692307692,male
0.0476673427992,0.0189317106153,0.0226504394861,0.0172413793103,0.0311020960108,0.0229885057471,male
0.0264227642276,0.0250677506775,0.0210027100271,0.019647696477,0.0352303523035,0.0257452574526,male
0.0467289719626,0.0177570093458,0.0224299065421,0.018691588785,0.0392523364486,0.0242990654206,male
0.0425126903553,0.0361675126904,0.0196700507614,0.0177664974619,0.0355329949239,0.0444162436548,male
0.0448564593301,0.0203349282297,0.0316985645933,0.01495215311,0.0287081339713,0.0209330143541,male
0.022335673261,0.0191448627951,0.0414805360562,0.0172303765156,0.0274409700064,0.0280791320996,male
0.046282245827,0.0273141122914,0.0136570561457,0.0227617602428,0.0326251896813,0.0288315629742,female
0.015625,0.0289351851852,0.0329861111111,0.0225694444444,0.0364583333333,0.0306712962963,male
0.0240756663801,0.0154772141015,0.0249355116079,0.0128976784179,0.0404127257094,0.0378331900258,male
0.0510996119017,0.0278137128072,0.025873221216,0.0142302716688,0.0355756791721,0.0219922380336,male
0.0323432343234,0.0237623762376,0.0224422442244,0.0224422442244,0.0224422442244,0.0409240924092,male
0.0507996237065,0.032925682032,0.0178739416745,0.0188146754468,0.0272812793979,0.0159924741298,male
0.0346787947698,0.02728823195,0.0261512222854,0.0187606594656,0.0397953382604,0.0233086981239,male
0.0685358255452,0.0233644859813,0.0334890965732,0.0194704049844,0.0366043613707,0.0194704049844,male
0.0395077720207,0.0255829015544,0.0278497409326,0.0136010362694,0.0291450777202,0.0216968911917,male
0.0517687661777,0.0224331320104,0.0284728213978,0.0405522001726,0.0612597066437,0.0198446937015,male
0.0797165633304,0.0132860938884,0.0248007085917,0.0292294065545,0.052258635961,0.0230292294066,male
0.048833819242,0.0204081632653,0.0174927113703,0.0131195335277,0.0320699708455,0.0116618075802,female
0.0782828282828,0.0366161616162,0.0290404040404,0.0214646464646,0.0593434343434,0.0176767676768,male
0.0889328063241,0.0217391304348,0.0256916996047,0.0316205533597,0.0632411067194,0.0138339920949,male
0.0721123165284,0.02616464582,0.0159540523293,0.0338225909381,0.0516911295469,0.0159540523293,male
0.0593080724876,0.0230642504119,0.0263591433278,0.0230642504119,0.0461285008237,0.0164744645799,male
0.0679611650485,0.0145631067961,0.0275080906149,0.0307443365696,0.0582524271845,0.0177993527508,male
0.0652418447694,0.0146231721035,0.0348706411699,0.0348706411699,0.0506186726659,0.0179977502812,male
0.0789049919485,0.0225442834138,0.0144927536232,0.0338164251208,0.0660225442834,0.0112721417069,male
0.0898876404494,0.016051364366,0.016051364366,0.0337078651685,0.0577849117175,0.0144462279294,male
0.0614754098361,0.0293715846995,0.0157103825137,0.0416666666667,0.0587431693989,0.0218579234973,male
0.0579399141631,0.0268240343348,0.019313304721,0.0225321888412,0.0472103004292,0.0171673819742,male
0.0314960629921,0.0283464566929,0.0346456692913,0.0141732283465,0.0330708661417,0.0173228346457,female
0.0724815724816,0.0135135135135,0.019656019656,0.0405405405405,0.0565110565111,0.0184275184275,male
0.0509138381201,0.0300261096606,0.0182767624021,0.0156657963446,0.0509138381201,0.023498694517,male
0.0765239948119,0.0259403372244,0.0168612191958,0.0233463035019,0.0661478599222,0.0155642023346,male
0.0685920577617,0.0252707581227,0.0240673886883,0.0373044524669,0.0457280385078,0.0336943441637,male
0.0668647845468,0.0282317979198,0.0133729569094,0.0282317979198,0.0520059435364,0.0133729569094,male
0.0693257359924,0.0180436847104,0.0218423551757,0.022792022792,0.0674264007597,0.0246913580247,male
0.0715962441315,0.0234741784038,0.0281690140845,0.0434272300469,0.0434272300469,0.0211267605634,male
0.0814630091438,0.0124688279302,0.0224438902743,0.0290939318371,0.0548628428928,0.0257689110557,male
0.0765765765766,0.018018018018,0.0135135135135,0.036036036036,0.0540540540541,0.00900900900901,male
0.0582428430405,0.0217176702863,0.0227048371175,0.0276406712734,0.0562685093781,0.0167818361303,male
0.0380348652932,0.0182250396197,0.0261489698891,0.0213946117274,0.0332805071315,0.0206022187005,female
0.0676767676768,0.0181818181818,0.020202020202,0.0212121212121,0.0393939393939,0.0242424242424,male
0.0595968448729,0.0219106047327,0.0271691498685,0.022787028922,0.0446976336547,0.0157756354075,male
0.0602094240838,0.0261780104712,0.0196335078534,0.0235602094241,0.0667539267016,0.0157068062827,male
0.0734312416555,0.0400534045394,0.0280373831776,0.0200267022697,0.0534045393858,0.0106809078772,male
0.0775347912525,0.0159045725646,0.0248508946322,0.0188866799205,0.0367793240557,0.0218687872763,male
0.0805523590334,0.00690448791715,0.0161104718067,0.0253164556962,0.0678941311853,0.0218642117376,male
0.095168374817,0.0351390922401,0.0190336749634,0.0453879941435,0.0307467057101,0.0204978038067,male
0.0508021390374,0.0160427807487,0.0133689839572,0.0213903743316,0.0508021390374,0.0106951871658,male
0.0587371512482,0.0220264317181,0.0220264317181,0.0293685756241,0.0323054331865,0.014684287812,male
0.0621118012422,0.026397515528,0.0248447204969,0.0419254658385,0.0372670807453,0.0201863354037,male
0.0439137134052,0.0138674884438,0.0146379044684,0.0123266563945,0.0315870570108,0.017719568567,female
0.0309917355372,0.0227272727273,0.0165289256198,0.0206611570248,0.0371900826446,0.0185950413223,female
0.0759075907591,0.023102310231,0.016501650165,0.029702970297,0.0346534653465,0.0148514851485,male
0.0758776896942,0.0271800679502,0.0237825594564,0.0339750849377,0.0611551528879,0.0237825594564,male
0.0795631825273,0.0327613104524,0.0374414976599,0.0312012480499,0.0421216848674,0.015600624025,male
0.0590551181102,0.0295275590551,0.0354330708661,0.0196850393701,0.0334645669291,0.0157480314961,male
0.0442477876106,0.0398230088496,0.0176991150442,0.0398230088496,0.0486725663717,0.0132743362832,male
0.0554435483871,0.0262096774194,0.0131048387097,0.0302419354839,0.0574596774194,0.0110887096774,male
0.0854054054054,0.0248648648649,0.0172972972973,0.0216216216216,0.0497297297297,0.012972972973,male
0.0838323353293,0.0209580838323,0.0199600798403,0.0344311377246,0.0389221556886,0.0149700598802,male
0.0784,0.0288,0.0288,0.0336,0.0528,0.016,male
0.0666666666667,0.0247863247863,0.0196581196581,0.0222222222222,0.0623931623932,0.0119658119658,male
0.0485362095532,0.0223420647149,0.0154083204931,0.017719568567,0.0323574730354,0.0146379044684,female
0.0573012939002,0.0332717190388,0.0277264325323,0.0295748613678,0.0665434380776,0.0166358595194,male
0.0568720379147,0.0274881516588,0.0369668246445,0.0331753554502,0.0511848341232,0.0123222748815,male
0.0574803149606,0.0204724409449,0.0283464566929,0.0307086614173,0.0614173228346,0.0196850393701,male
0.0714285714286,0.032967032967,0.018315018315,0.0238095238095,0.0531135531136,0.0128205128205,male
0.0589519650655,0.0152838427948,0.0327510917031,0.0414847161572,0.0524017467249,0.0109170305677,male
0.0634840020315,0.0213306246826,0.0116810563738,0.0284408329101,0.0538344337227,0.0208227526663,male
0.0807770961145,0.0255623721881,0.0173824130879,0.0296523517382,0.0449897750511,0.0112474437628,male
0.0804020100503,0.00879396984925,0.0251256281407,0.0213567839196,0.0439698492462,0.0226130653266,male
0.0762463343109,0.0293255131965,0.0244379276637,0.0322580645161,0.0342130987292,0.0166177908113,male
0.0758122743682,0.0317689530686,0.0303249097473,0.0368231046931,0.0425992779783,0.0158844765343,male
0.040365575019,0.012947448591,0.012185833968,0.014470677837,0.0510281797411,0.015993907083,female
0.0697384806974,0.0199252801993,0.0149439601494,0.0311332503113,0.0348692403487,0.0174346201743,male
0.0580270793037,0.0206318504191,0.0238555770471,0.0296582849774,0.0470664087685,0.0245003223727,male
0.0628099173554,0.0148760330579,0.0148760330579,0.0380165289256,0.0363636363636,0.0198347107438,male
0.0576923076923,0.00384615384615,0.0307692307692,0.0538461538462,0.0692307692308,0.0115384615385,male
0.0621359223301,0.0194174757282,0.0233009708738,0.0252427184466,0.0271844660194,0.0233009708738,male
0.0536912751678,0.0402684563758,0.0201342281879,0.0369127516779,0.0570469798658,0.0167785234899,male
0.055497382199,0.0261780104712,0.0240837696335,0.0219895287958,0.0418848167539,0.0219895287958,male
0.0745062836625,0.0206463195691,0.0233393177738,0.0170556552962,0.032315978456,0.0233393177738,male
0.0567567567568,0.0198198198198,0.0126126126126,0.0342342342342,0.0657657657658,0.018018018018,male
0.0710227272727,0.0298295454545,0.0142045454545,0.0227272727273,0.0511363636364,0.0355113636364,male
0.0518867924528,0.0220125786164,0.0212264150943,0.0125786163522,0.0330188679245,0.0212264150943,female
0.047191011236,0.0179775280899,0.0213483146067,0.0314606741573,0.0629213483146,0.0280898876404,male
0.0723684210526,0.0157894736842,0.0328947368421,0.0368421052632,0.0618421052632,0.0157894736842,male
0.0291005291005,0.015873015873,0.0185185185185,0.0396825396825,0.0449735449735,0.00793650793651,male
0.0473568281938,0.0220264317181,0.0253303964758,0.0297356828194,0.0583700440529,0.0209251101322,male
0.076993583868,0.0284142988084,0.0274977085243,0.0247479376719,0.0357470210816,0.0164986251146,male
0.0592495062541,0.019749835418,0.0177748518762,0.0250164581962,0.0447662936142,0.0144832126399,male
0.0729613733906,0.0314735336195,0.0143061516452,0.032904148784,0.035765379113,0.0143061516452,male
0.0818619582665,0.0224719101124,0.024077046549,0.0224719101124,0.0545746388443,0.0288924558587,male
0.0668016194332,0.0182186234818,0.0242914979757,0.0202429149798,0.0647773279352,0.0182186234818,male
0.0602409638554,0.0321285140562,0.0200803212851,0.0140562248996,0.0421686746988,0.0321285140562,male
0.0573951434879,0.0110375275938,0.0242825607064,0.0121412803532,0.0496688741722,0.0298013245033,female
0.0700712589074,0.0166270783848,0.0166270783848,0.0308788598575,0.0570071258907,0.0190023752969,male
0.0777777777778,0.0133333333333,0.0244444444444,0.0244444444444,0.0733333333333,0.0133333333333,male
0.0677966101695,0.0127118644068,0.0190677966102,0.0338983050847,0.0614406779661,0.0190677966102,male
0.0579322638146,0.0187165775401,0.0169340463458,0.0311942959002,0.0365418894831,0.0276292335116,male
0.065641025641,0.0205128205128,0.0174358974359,0.0328205128205,0.0615384615385,0.025641025641,male
0.0479338842975,0.00661157024793,0.0231404958678,0.0247933884298,0.0595041322314,0.0214876033058,male
0.0562015503876,0.0135658914729,0.0300387596899,0.0290697674419,0.0542635658915,0.0232558139535,male
0.0672043010753,0.0241935483871,0.0201612903226,0.0456989247312,0.0631720430108,0.0255376344086,male
0.0459940652819,0.0118694362018,0.0207715133531,0.0311572700297,0.066765578635,0.0222551928783,male
0.0932038834951,0.00776699029126,0.0233009708738,0.0291262135922,0.0582524271845,0.0165048543689,male
0.0546601261388,0.0224246671338,0.0140154169587,0.010511562719,0.031534688157,0.021023125438,female
0.0772727272727,0.030303030303,0.0204545454545,0.0318181818182,0.0356060606061,0.019696969697,male
0.0493230174081,0.0183752417795,0.0174081237911,0.0261121856867,0.0512572533849,0.0174081237911,male
0.0598290598291,0.00854700854701,0.025641025641,0.034188034188,0.039886039886,0.034188034188,male
0.0560224089636,0.0196078431373,0.0336134453782,0.0182072829132,0.0392156862745,0.0266106442577,male
0.0530410183876,0.0247524752475,0.019801980198,0.035360678925,0.0346534653465,0.0134370579915,male
0.0744234800839,0.017819706499,0.0241090146751,0.0230607966457,0.038784067086,0.0188679245283,male
0.0577849117175,0.0128410914928,0.0288924558587,0.0337078651685,0.0626003210273,0.0144462279294,male
0.0351872871737,0.0215664018161,0.0306469920545,0.0431328036322,0.0476730987514,0.0170261066969,male
0.0488454706927,0.0213143872114,0.0266429840142,0.0239786856128,0.0532859680284,0.0222024866785,male
0.038895859473,0.0276035131744,0.0263488080301,0.0238393977415,0.0451693851945,0.0276035131744,male
0.0495970241785,0.0192188468692,0.018598884067,0.016119032858,0.0316181029138,0.0173589584625,female
0.0401948842875,0.020706455542,0.0292326431181,0.026796589525,0.0450669914738,0.0133982947625,male
0.0341463414634,0.0134146341463,0.0231707317073,0.0378048780488,0.0414634146341,0.00853658536585,male
0.0472222222222,0.0203703703704,0.0268518518519,0.0259259259259,0.037037037037,0.0425925925926,male
0.055063913471,0.0216322517207,0.0363815142576,0.0186823992134,0.0540806293019,0.0226155358899,male
0.040404040404,0.013986013986,0.033411033411,0.017871017871,0.0505050505051,0.02331002331,male
0.0417710944027,0.0183792815372,0.031746031746,0.0175438596491,0.0534670008354,0.0300751879699,male
0.0406504065041,0.0146341463415,0.0317073170732,0.0219512195122,0.0414634146341,0.0211382113821,male
0.0495790458372,0.0177736202058,0.0318054256314,0.0205799812909,0.0420954162769,0.022450888681,male
0.0365058670143,0.0156453715776,0.0182529335072,0.026075619296,0.0521512385919,0.0221642764016,male
0.0378109452736,0.0129353233831,0.0238805970149,0.0199004975124,0.0507462686567,0.0278606965174,male
0.0573593073593,0.0108225108225,0.0162337662338,0.00541125541126,0.0465367965368,0.0162337662338,female
0.0442043222004,0.0147347740668,0.0481335952849,0.0265225933202,0.0510805500982,0.0363457760314,male
0.0356756756757,0.0118918918919,0.0248648648649,0.0259459459459,0.0454054054054,0.0259459459459,male
0.048885077187,0.0154373927959,0.0308747855918,0.0265866209262,0.0445969125214,0.0188679245283,male
0.0442122186495,0.0329581993569,0.0337620578778,0.0273311897106,0.0418006430868,0.0200964630225,male
0.0455465587045,0.0232793522267,0.0222672064777,0.0293522267206,0.0374493927126,0.0141700404858,male
0.0347448425624,0.0260586319218,0.0249728555917,0.0325732899023,0.057546145494,0.0195439739414,male
0.0437209302326,0.0260465116279,0.0195348837209,0.0297674418605,0.0437209302326,0.0251162790698,male
0.0385887541345,0.0165380374862,0.0330760749724,0.0220507166483,0.0441014332966,0.0374862183021,male
0.0625990491284,0.0166402535658,0.0301109350238,0.0206022187005,0.0483359746434,0.0221870047544,male
0.0362453531599,0.021375464684,0.0223048327138,0.021375464684,0.0492565055762,0.0111524163569,male
0.0511363636364,0.0238636363636,0.0181818181818,0.0147727272727,0.0431818181818,0.0261363636364,female
0.0542420027816,0.0222531293463,0.0333796940195,0.0361613351878,0.0556328233658,0.0111265646732,male
0.0433705080545,0.0148698884758,0.0223048327138,0.0210656753408,0.0520446096654,0.0247831474597,male
0.0363864491844,0.0338770388959,0.0426599749059,0.0200752823087,0.0363864491844,0.0175658720201,male
0.0375,0.0196428571429,0.0241071428571,0.0178571428571,0.0625,0.025,male
0.0475708502024,0.0232793522267,0.0263157894737,0.0161943319838,0.0546558704453,0.0212550607287,male
0.0456081081081,0.0143581081081,0.0320945945946,0.0236486486486,0.0447635135135,0.0228040540541,male
0.0461933276305,0.0188195038494,0.0282292557742,0.0205303678358,0.0410607356715,0.0248075278015,male
0.0559862187769,0.0241171403962,0.0335917312661,0.0189491817399,0.0413436692506,0.0189491817399,male
0.0403050108932,0.0130718954248,0.0250544662309,0.0283224400871,0.0501089324619,0.0283224400871,male
0.0343698854337,0.0204582651391,0.0302782324059,0.031914893617,0.0441898527005,0.0196399345336,male
0.0437219730942,0.0313901345291,0.0156950672646,0.0190582959641,0.0269058295964,0.0224215246637,female
0.0408472012103,0.0196671709531,0.0196671709531,0.0211800302572,0.0468986384266,0.036308623298,male
0.0477453580902,0.0185676392573,0.0335985853227,0.0229885057471,0.0512820512821,0.0221043324492,male
0.0507246376812,0.0207039337474,0.027950310559,0.0227743271222,0.0527950310559,0.0186335403727,male
0.0338818973863,0.0145208131655,0.0183930300097,0.0251694094869,0.0484027105518,0.0232333010649,male
0.0484429065744,0.0173010380623,0.0207612456747,0.0230680507497,0.0392156862745,0.0253748558247,male
0.0348314606742,0.014606741573,0.0224719101124,0.0292134831461,0.0460674157303,0.0325842696629,male
0.0467205750225,0.00988319856244,0.026055705301,0.0233602875112,0.0467205750225,0.0143755615454,male
0.0501253132832,0.0213032581454,0.0288220551378,0.0225563909774,0.0413533834586,0.0225563909774,male
0.0369942196532,0.0208092485549,0.0161849710983,0.0196531791908,0.0473988439306,0.0300578034682,male
0.0427553444181,0.0225653206651,0.0296912114014,0.0237529691211,0.0486935866983,0.0154394299287,male
0.0518256772674,0.0164899882214,0.0318021201413,0.0141342756184,0.0341578327444,0.0223792697291,female
0.025171624714,0.0205949656751,0.0114416475973,0.0183066361556,0.0480549199085,0.0320366132723,female
0.0435684647303,0.0248962655602,0.0259336099585,0.0207468879668,0.0363070539419,0.0238589211618,male
0.0383451059536,0.0171543895055,0.0322906155399,0.0201816347124,0.0484359233098,0.0282542885974,male
0.0517711171662,0.0190735694823,0.0361035422343,0.0258855585831,0.0449591280654,0.0197547683924,male
0.0531697341513,0.0204498977505,0.0204498977505,0.0204498977505,0.0347648261759,0.0102249488753,male
0.044955044955,0.010989010989,0.024975024975,0.024975024975,0.0569430569431,0.018981018981,male
0.0476575121163,0.029886914378,0.0266558966074,0.0274636510501,0.0371567043619,0.0185783521809,male
0.0377516778523,0.0218120805369,0.0302013422819,0.0260067114094,0.0427852348993,0.0268456375839,male
0.0505871725384,0.0135501355014,0.0316169828365,0.0198735320687,0.0560072267389,0.0289069557362,male
0.040157480315,0.0173228346457,0.0267716535433,0.0196850393701,0.0456692913386,0.0307086614173,male
0.0344129554656,0.0232793522267,0.0384615384615,0.0303643724696,0.0374493927126,0.0344129554656,male
0.0475161987041,0.0161987041037,0.0291576673866,0.0194384449244,0.0507559395248,0.0226781857451,female
0.0406976744186,0.0151162790698,0.0197674418605,0.0360465116279,0.0581395348837,0.0255813953488,male
0.0491452991453,0.0267094017094,0.0277777777778,0.025641025641,0.0502136752137,0.0213675213675,male
0.0406435224386,0.0177815410669,0.0321761219306,0.0169348010161,0.0372565622354,0.0313293818798,male
0.0435267857143,0.0245535714286,0.0267857142857,0.0200892857143,0.0446428571429,0.0200892857143,male
0.0460674157303,0.0179775280899,0.0505617977528,0.0292134831461,0.0348314606742,0.0303370786517,male
0.0462093862816,0.0173285198556,0.0281588447653,0.0202166064982,0.041155234657,0.0252707581227,male
0.0417422867514,0.021778584392,0.043557168784,0.0263157894737,0.043557168784,0.0117967332123,male
0.0424164524422,0.0102827763496,0.0340616966581,0.01735218509,0.0437017994859,0.0167095115681,male
0.0526793823797,0.0190735694823,0.0281562216167,0.0326975476839,0.0354223433243,0.0208900999092,male
0.0455927051672,0.0101317122594,0.0364741641337,0.03242147923,0.0536980749747,0.0283687943262,male
0.0437044745057,0.0145681581686,0.00832466181061,0.0135275754422,0.0426638917794,0.0312174817898,female
0.048532731377,0.0135440180587,0.0361173814898,0.0282167042889,0.0451467268623,0.0372460496614,male
0.0625494853523,0.0174188440222,0.0269200316706,0.0269200316706,0.0570071258907,0.0221694378464,male
0.0503067484663,0.0159509202454,0.0233128834356,0.0171779141104,0.0539877300613,0.038036809816,male
0.0419313850064,0.0254129606099,0.0241423125794,0.0203303684879,0.0292249047014,0.0228716645489,male
0.0518918918919,0.0172972972973,0.0356756756757,0.0227027027027,0.0454054054054,0.0227027027027,male
0.0478468899522,0.0124401913876,0.0344497607656,0.0143540669856,0.0459330143541,0.022966507177,male
0.0481927710843,0.0219058050383,0.0328587075575,0.0197152245345,0.0372398685652,0.0295728368018,male
0.0384341637011,0.00996441281139,0.04128113879,0.0185053380783,0.0427046263345,0.0362989323843,male
0.0412621359223,0.0230582524272,0.0218446601942,0.0327669902913,0.0570388349515,0.0218446601942,male
0.0531697341513,0.0132924335378,0.0276073619632,0.0306748466258,0.0490797546012,0.0163599182004,male
0.0475227502528,0.0182002022245,0.0131445904954,0.0151668351871,0.0343781597573,0.0222446916077,female
0.0497737556561,0.0214932126697,0.0316742081448,0.0180995475113,0.0282805429864,0.0214932126697,male
0.043023255814,0.0244186046512,0.0372093023256,0.0255813953488,0.0372093023256,0.0151162790698,male
0.0474074074074,0.0192592592593,0.0251851851852,0.0251851851852,0.0562962962963,0.0118518518519,male
0.0559701492537,0.0186567164179,0.0149253731343,0.0298507462687,0.0410447761194,0.0335820895522,male
0.0520965692503,0.0228716645489,0.0343074968234,0.0266836086404,0.0571791613723,0.0254129606099,male
0.054114994363,0.0202931228861,0.0281848928974,0.0124013528749,0.0405862457723,0.0225479143179,male
0.043023255814,0.0151162790698,0.0255813953488,0.0279069767442,0.05,0.0267441860465,male
0.0526315789474,0.028013582343,0.028013582343,0.0203735144312,0.0382003395586,0.0203735144312,male
0.0306878306878,0.0179894179894,0.0328042328042,0.0243386243386,0.0433862433862,0.0232804232804,male
0.0666666666667,0.0135802469136,0.0358024691358,0.0271604938272,0.0543209876543,0.0148148148148,male
0.0596846846847,0.0112612612613,0.0146396396396,0.0213963963964,0.0371621621622,0.0371621621622,female
0.051724137931,0.0137931034483,0.0333333333333,0.0218390804598,0.0471264367816,0.0172413793103,male
0.0359572400389,0.0213799805637,0.0213799805637,0.022351797862,0.0505344995141,0.0233236151603,male
0.0465994962217,0.0188916876574,0.0226700251889,0.0214105793451,0.051637279597,0.0239294710327,male
0.0363196125908,0.0242130750605,0.0266343825666,0.046004842615,0.0278450363196,0.0121065375303,male
0.0481099656357,0.0160366552119,0.0332187857961,0.0332187857961,0.0481099656357,0.0309278350515,male
0.0358851674641,0.0191387559809,0.0263157894737,0.0299043062201,0.0526315789474,0.0179425837321,male
0.0435339308579,0.0192061459667,0.0243277848912,0.0294494238156,0.0460947503201,0.0307298335467,male
0.0460526315789,0.0105263157895,0.0302631578947,0.025,0.0657894736842,0.0184210526316,male
0.0486854917235,0.0136319376826,0.0340798442064,0.0223953261928,0.0379746835443,0.0292112950341,male
0.0572851805729,0.0261519302615,0.0286425902864,0.0261519302615,0.0311332503113,0.0199252801993,male
0.05,0.0275641025641,0.0230769230769,0.0108974358974,0.025,0.0185897435897,female
0.0383838383838,0.0191919191919,0.0212121212121,0.0232323232323,0.0444444444444,0.0232323232323,male
0.0510204081633,0.0136054421769,0.0283446712018,0.0362811791383,0.0385487528345,0.0238095238095,male
0.0597165991903,0.0131578947368,0.0455465587045,0.0334008097166,0.0495951417004,0.0131578947368,male
